"title","number"
"关于拨付2019、2020年山西百强创业实训基地第九、十、十一、十二、十三、十四、十五、十六期第二阶段实训补贴的公示","387"
"关于拨付2019、2020年山西百强创业实训基地第十五、十六期第一阶段实训补贴的公示","388"
"太原市人民政府关于印发太原市知识产权运营服务体系建设实施方案（2020—2023年）的通知","389"
"关于扩大战略性新兴产业投资 培育壮大新增长点增长极的指导意见","390"
"关于山西省首批智慧物流信息示范平台的公示","391"
"关于开展2019-2020年度物联网关键技术与平台创新类、集成创新与融合应用类示范项目跟踪评估的函","392"
"八部门联合印发《关于规范发展供应链金融支持供应链产业链稳定循环和优化升级的意见》","393"
"关于公布2020年度实施企业新型学徒制任务计划目录的通知","394"
"临汾市关于转发《关于组织2020年上半年科技成果登记统计工作的通知》的通知","395"
"【大同市】市级应急成品粮储备承储企业","396"
"大同市关于优选市级应急成品粮储备承储企业的公告","397"
"关于印发《大同市加强和规范事中事后监管实施方案》的通知","398"
"临汾市曲沃小伙王广毅喜获山西省创业创新大赛一等奖","399"
"2020年度晋城市民营企业中、初级专业技术职务任职资格评审工作安排意见","400"
"关于印发《2020年度“太原市中小微诚信企业”认定工作实施方案》的通知","401"
"关于太原市新型冠状病毒（2019-nCoV）防治研究专项答辩评审专家组名单的公示","402"
"长治市市级企业技术中心","403"
"长治市市级企业技术中心管理办法（修订）","404"
"山西省商务厅关于组织参加第二十二届中国国际高新技术成果交易会的通知","405"
"山西省商务厅关于公开征集第三届进博会山西省交易团会务项目服务单位的通知","406"
"关于组织开展山西省DCMM贯标评估工作的通知","407"
"关于开展2020年产业技术基础公共服务平台申报工作的通知","408"
"关于印发《长治市企业技术中心认定评价工作指南（试行）》的通知 ","409"
"关于组织申报2020年（第十四批）长治市市级企业技术中心的通知","410"
"关于2020年“创客中国”中小企业创新创业大赛24强名单的公示","411"
"关于2020年度国家中小企业公共服务示范平台名单的公示","412"
"国务院办公厅关于加快医学教育创新发展的指导意见","413"
"关于组织申报2018年（第十三批）大同市市级企业技术中心的通知","414"
"关于印发长治市企业技术创新全覆盖工作推进方案的通知","415"
"关于印发《大同市企业技术中心管理办法》的通知","416"
"晋城市人民政府办公厅关于印发晋城市企业技术中心管理办法的通知","417"
"关于举办第九届中国创新创业大赛产业技术创新专业赛（氢能汽车技术专场）的通知","418"
"工业和信息化部 中国残疾人联合会关于推进信息无障碍的指导意见","419"
"工业和信息化部办公厅关于公布2020年国家技术创新示范企业复核评价结果的通知","420"
"工业和信息化部办公厅关于印发《建材工业智能制造数字转型行动计划（2021-2023年）》的通知","421"
"关于组织参加第二十七届中国杨凌农业高新科技成果博览会的通知","422"
"国家发展改革委关于印发《高技术产业发展项目中央预算内投资（补助）暂行管理办法》的通知","423"
"中央预算内投资补助和贴息项目管理办法","424"
"工业和信息化部办公厅关于做好2020年产业技术基础公共服务平台申报工作的通知","425"
"山西省小企业发展促进局关于加强对规下工业企业重点监测的通知","426"
"关于发布第十批星级冷链物流企业名单的通告","427"
"太原市在第四届“中国创翼”创业创新大赛山西选拔赛暨2020年山西省星火项目创业大赛上取得突出成绩","428"
"关于组织举办2020年上海交通大学山西省中小企业、民营企业董事长研修班的通知 ","429"
"关于开展山西省制造业创新中心（第三批）试点申报工作的通知","430"
"山西省人民政府办公厅关于印发中国（大同）跨境电子商务综合试验区建设实施方案的通知","431"
"山西省人民政府办公厅关于印发2020年省级重点工程第二批项目名单的通知","432"
"国务院办公厅关于以新业态新模式引领新型消费加快发展的意见","433"
"2020年基础网络完善工程申报","434"
"山西省小企业发展促进局关于召开典型企业现场服务对接活动的通知","435"
"关于召开2020年度国家技术转移区域中心建设协调会的通知","436"
"太原市2020年度民营企业工程系列初、中级职称评审工作安排意见","437"
"山西转型综合改革示范区新兴产业培育实施细则","438"
"忻州市农业农村局关于神池县、五寨县2020年度拟建设国家安排高标准农田项目公示","439"
"关于山西综改示范区企业院士人才智力支持服务需求摸底的通知","440"
"关于拟认定忻州市农业产业化市级重点龙头企业名单的公示","441"
"晋城市人民政府办公室关于印发晋城市全面推进知识产权强市建设行动方案的通知","442"
"科技部火炬中心关于举办2020年度科技企业孵化器主任培训班的通知","443"
"关于“阳泉市十佳美丽乡村”和“阳泉市十佳品牌农产品”评选结果的公示 ","444"
"阳泉市科学技术局市级重点实验室和工程技术研究中心评价结果的公示","445"
"关于组织申报迎泽区2020年第二批科技计划项目的通知","446"
"长治市人民政府办公室关于印发长治市加快数字政府建设实施方案的通知","447"
"山西省商务厅关于做好第128届广交会参展筹备工作的通知","448"
"晋城市13家股改企业积极参加全省中小微企业股份制改造及金融知识普及教育培训","449"
"中共晋城市委农村工作领导小组办公室关于晋城市现代农业产业园创建名单（第二批）的公示","450"
"第六届太原青年创业创新大赛入围决赛项目名单公示","451"
"文化和旅游部办公厅关于开展第三批文化和旅游部重点实验室申报工作的通知","452"
"关于转发《关于做好2020年城乡居民基本医疗保障工作的通知》的通知","453"
"山西省小企业发展促进局关于举办2020年度全省中小企业双创人员业务培训班的通知","454"
"2020年山西省重点研发计划（高新领域）一般项目形式审查结果公示","455"
"2020年度国家社科基金艺术学项目公示名单","456"
"太原市第九十八批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","457"
"太原市第九十七批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","458"
"关于发布我省第二批职业技能等级认定企业和首批职业技能等级认定试点技工院校名单的通告","459"
"关于发布我省首批职业技能等级认定社会培训评价组织名单的通告   ","460"
"2020年太原市晋源区一次性创业补贴的公示","461"
"山西转型综合改革示范区促进科技成果转化扶持办法","462"
"关于发布第三十批A级物流企业名单的通告","463"
"关于填报《太原市互联网非公企业基本情况统计表》的通知","464"
"山西转型综合改革示范区2020年度第一批中国山西留学人员创业园拟入园项目名单公示","465"
"关于公布第九届中国创新创业大赛（山西赛区）获奖名单的通知","466"
